customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
CUST_00090,7,92.15328611219056,4567.844722879379,One year,Fiber optic,0,0,1,0,0,0,Mailed check,0,0,0,0,1,0,0
CUST_00091,72,81.04046670079576,7839.20904876768,Month-to-month,DSL,0,0,1,0,0,0,Mailed check,1,0,0,1,1,0,0
CUST_00092,12,114.93067970577657,1405.8234766643789,Month-to-month,Fiber optic,0,0,0,1,0,0,Bank transfer,1,0,0,0,1,1,0
CUST_00093,34,59.66493730520543,5631.990479611716,Month-to-month,DSL,1,1,0,0,0,0,Credit card,1,0,1,1,1,1,1
CUST_00094,33,115.40869365396331,4727.900153178025,Month-to-month,Fiber optic,0,0,0,0,1,0,Credit card,1,0,0,0,1,0,1
CUST_00095,48,33.500127742120696,4733.184828290785,Month-to-month,Fiber optic,1,0,0,0,1,1,Electronic check,0,0,1,0,0,0,1
CUST_00096,23,68.37549419324128,5611.597957408593,Month-to-month,DSL,0,1,0,0,0,1,Credit card,1,1,0,0,1,1,0
CUST_00097,62,46.99112223921949,7443.973690717905,Two year,DSL,0,0,1,0,0,1,Electronic check,1,0,0,0,1,0,0
CUST_00098,37,73.98427789081934,6282.39732482557,Month-to-month,No,0,1,0,1,0,1,Mailed check,0,0,1,0,1,0,1
CUST_00099,44,36.20138778915846,543.475216988059,One year,Fiber optic,0,0,0,0,1,0,Bank transfer,1,0,0,0,1,1,0
CUST_00100,35,104.15296603100434,6836.551357018118,Month-to-month,DSL,0,0,0,0,1,0,Bank transfer,1,0,1,1,1,0,1
CUST_00101,65,104.64078493145573,1881.7765064132877,One year,Fiber optic,0,0,0,0,1,0,Mailed check,1,0,1,0,1,1,0
CUST_00102,47,115.5236312723479,3077.6219014173384,One year,Fiber optic,0,1,0,0,0,1,Electronic check,1,0,0,0,1,0,0
CUST_00103,3,35.46721408832362,3747.689227537819,Two year,DSL,0,0,0,1,0,0,Mailed check,0,0,1,1,1,1,0
CUST_00104,1,82.33325509049908,3899.1574059492505,Month-to-month,Fiber optic,0,0,0,0,1,0,Bank transfer,1,0,0,0,0,0,0
CUST_00105,5,67.42373087003696,3537.9251541173185,One year,Fiber optic,0,1,0,1,1,1,Bank transfer,0,0,1,0,1,1,0
CUST_00106,14,54.43837320442332,7505.0910243053295,Month-to-month,Fiber optic,0,0,0,0,0,0,Credit card,0,0,1,0,0,0,0
CUST_00107,27,55.15401611342188,5677.550160545794,One year,Fiber optic,0,0,0,0,1,1,Electronic check,1,0,1,0,1,0,0
CUST_00108,9,61.27935506067523,5086.24810305798,Month-to-month,Fiber optic,1,0,0,0,0,1,Credit card,1,0,0,1,0,0,0
CUST_00109,15,90.4925549688953,493.7520194852383,Month-to-month,Fiber optic,1,0,1,0,1,0,Bank transfer,1,0,0,1,1,1,1
CUST_00110,42,79.82860582681546,7240.91530905696,Month-to-month,Fiber optic,1,0,0,1,1,0,Bank transfer,0,0,0,1,1,0,0
CUST_00111,51,65.9681512761131,7284.18251686633,Month-to-month,Fiber optic,0,0,1,0,1,1,Credit card,1,0,0,0,1,0,0
CUST_00112,63,27.593341036962208,6263.683201097809,Month-to-month,DSL,1,0,0,0,0,0,Credit card,1,0,0,0,1,0,1
CUST_00113,52,27.77653440789571,155.53071012759133,Month-to-month,Fiber optic,1,0,1,0,0,0,Bank transfer,1,0,1,0,1,0,0
CUST_00114,4,20.233939062577825,552.5139835132245,Two year,Fiber optic,0,1,1,0,1,0,Credit card,1,0,0,0,1,1,0
CUST_00115,23,116.76993882070865,1879.2672479210692,One year,Fiber optic,0,1,0,1,1,1,Credit card,1,0,1,0,1,1,0
CUST_00116,15,20.525381855838493,1137.660324344763,Two year,DSL,1,0,0,0,0,0,Electronic check,1,0,1,0,1,0,1
CUST_00117,43,30.309374601374486,3250.8046346594624,Month-to-month,No,0,1,0,0,1,1,Bank transfer,0,0,1,0,1,0,1
CUST_00118,29,51.45965568094109,7388.722158893538,Two year,No,0,0,1,1,0,1,Mailed check,0,1,0,0,1,1,0
CUST_00119,36,100.74302518167612,3829.2774301562863,Two year,DSL,0,0,0,0,1,0,Electronic check,1,0,0,0,1,1,0
CUST_00120,13,116.20987857641177,205.8807488141083,One year,DSL,0,1,0,0,1,1,Mailed check,1,0,1,1,1,1,0
CUST_00121,32,99.00135587918561,2333.69094767222,One year,DSL,1,0,0,0,0,0,Credit card,0,0,1,0,1,0,0
CUST_00122,71,89.05602324456406,452.29977614639614,Month-to-month,DSL,0,0,1,0,0,0,Credit card,1,0,1,1,1,0,0
CUST_00123,59,72.13006674135694,386.67221864666703,Two year,Fiber optic,0,1,0,0,0,1,Mailed check,1,0,1,1,1,0,0
CUST_00124,28,28.67052118621836,2278.186839454863,Month-to-month,Fiber optic,0,0,0,0,0,1,Credit card,1,0,0,0,1,0,0
CUST_00125,66,115.81707930039303,2277.3374755636687,Month-to-month,Fiber optic,0,1,0,0,0,0,Credit card,0,0,1,0,0,1,0
CUST_00126,42,95.83924139456815,6318.300160552672,Month-to-month,No,0,0,0,1,1,1,Electronic check,1,0,0,0,1,0,0
CUST_00127,45,83.89493853342618,7801.193756970784,Two year,DSL,0,0,0,0,1,1,Mailed check,1,0,1,0,1,0,0
CUST_00128,62,95.90358455388498,3032.5360417309867,Two year,DSL,1,0,0,0,0,1,Electronic check,0,1,1,0,1,1,0
CUST_00129,57,92.41033292731386,3488.206343002205,Two year,Fiber optic,0,0,0,0,0,0,Mailed check,0,0,1,1,1,0,0
CUST_00130,6,83.72315797894868,6773.83654665957,One year,DSL,0,1,1,1,0,1,Electronic check,1,0,1,1,1,1,0
CUST_00131,28,118.05768001799882,2218.2982587545557,Month-to-month,Fiber optic,0,0,0,0,0,0,Bank transfer,1,0,1,0,1,0,1
CUST_00132,28,110.33638126360249,1335.4162547872388,Month-to-month,Fiber optic,0,0,0,0,0,0,Bank transfer,1,0,0,1,1,0,1
CUST_00133,44,84.66649191171634,6839.408024888839,Month-to-month,No,1,0,0,0,1,1,Mailed check,1,0,0,0,1,0,1
CUST_00134,30,89.31752114569247,467.3546328765174,Month-to-month,DSL,1,0,0,0,1,1,Bank transfer,0,0,1,1,1,0,0
CUST_00135,62,25.159580665870998,4995.625577575384,Month-to-month,Fiber optic,1,0,0,1,0,0,Electronic check,1,0,0,0,1,0,0
CUST_00136,62,86.99174645500392,4539.743494987773,Month-to-month,No,0,1,0,0,1,0,Mailed check,0,0,0,0,1,0,1
CUST_00137,1,24.41654377101002,2832.7715352633845,Month-to-month,Fiber optic,0,0,0,0,1,0,Bank transfer,0,0,0,0,0,0,1
CUST_00138,27,78.8263756969931,2589.997216669136,Two year,No,0,0,0,0,0,1,Bank transfer,0,1,1,1,1,1,0
CUST_00139,62,119.93534995658348,6197.676036834809,Month-to-month,Fiber optic,0,1,0,0,1,0,Mailed check,0,0,0,0,1,0,1
CUST_00140,3,75.58065814371795,782.7544250241173,Two year,Fiber optic,1,0,1,1,1,0,Bank transfer,1,0,1,0,1,0,0
CUST_00141,70,67.32101180813333,1970.5960435599445,One year,Fiber optic,1,0,0,0,0,0,Bank transfer,1,1,1,1,1,0,0
CUST_00142,72,51.285485650558755,5886.34498152091,Month-to-month,Fiber optic,1,1,1,0,0,1,Mailed check,1,0,1,1,1,0,1
CUST_00143,27,32.052257878646444,4431.7326114387515,Month-to-month,Fiber optic,1,0,0,0,1,1,Bank transfer,1,1,0,0,1,0,0
CUST_00144,9,93.10236714582817,1111.1068474153326,Month-to-month,DSL,1,0,0,0,1,1,Bank transfer,1,0,1,1,1,0,0
CUST_00145,62,39.259902778563045,7068.871352828275,Month-to-month,No,0,0,0,0,0,1,Bank transfer,1,0,1,0,1,0,1
CUST_00146,37,31.528202124728438,3208.2379878523734,One year,No,0,1,1,0,0,0,Bank transfer,1,1,1,0,0,0,0
CUST_00147,51,62.17626597305125,6640.160165045166,Month-to-month,Fiber optic,0,1,0,0,0,0,Credit card,1,0,1,0,1,0,0
CUST_00148,44,99.53418379590974,6322.932822668899,Month-to-month,DSL,0,1,0,0,1,0,Mailed check,0,1,1,0,1,1,0
CUST_00149,24,94.50645481202204,5032.961027126652,Month-to-month,Fiber optic,0,0,0,0,0,1,Credit card,0,0,0,0,1,0,1
CUST_00150,59,25.488261464647493,4006.4009372312344,Two year,Fiber optic,0,0,0,0,1,0,Credit card,0,1,1,0,1,0,0
CUST_00151,32,65.5143685036156,7838.45163901588,One year,DSL,1,0,0,1,0,0,Electronic check,1,0,0,0,1,1,0
CUST_00152,52,72.2434576071169,1245.2240718005546,One year,DSL,0,0,0,1,0,0,Credit card,1,0,0,1,1,1,0
CUST_00153,62,84.45466506258222,5828.730247653807,Month-to-month,Fiber optic,1,0,0,0,0,0,Credit card,0,0,1,1,1,1,0
CUST_00154,58,85.01673504432281,1610.406541571833,One year,Fiber optic,1,1,1,0,0,0,Electronic check,0,1,0,0,1,0,0
CUST_00155,52,56.46972494573058,2772.2785321255524,One year,No,0,1,0,0,0,1,Bank transfer,0,0,0,0,1,1,0
CUST_00156,12,76.0677194003514,2538.7200726482424,One year,Fiber optic,0,0,0,1,0,1,Bank transfer,1,0,1,0,1,1,0
CUST_00157,39,68.10618838440865,7581.584303135912,Two year,DSL,0,0,0,1,0,1,Credit card,0,0,1,1,1,1,0
CUST_00158,2,108.4998356523281,7742.113804527374,Month-to-month,DSL,1,0,1,1,0,1,Electronic check,0,0,0,0,1,0,1
CUST_00159,3,73.02651326349002,1545.8220094543444,Two year,Fiber optic,1,0,1,1,0,0,Bank transfer,0,0,1,0,1,0,0
CUST_00160,56,64.10321617481617,274.07776635028307,Two year,Fiber optic,1,1,1,0,0,0,Electronic check,1,0,0,0,1,1,0
CUST_00161,59,60.448544968185075,5788.063513338593,Month-to-month,Fiber optic,0,1,0,1,1,1,Mailed check,1,0,0,0,1,0,0
CUST_00162,2,77.24277594334657,3402.120477576826,Month-to-month,No,0,0,1,0,1,1,Mailed check,1,0,0,0,1,0,1
CUST_00163,2,100.39769794008976,801.8379361917587,Two year,DSL,0,0,0,0,1,0,Mailed check,0,1,0,1,1,0,0
CUST_00164,54,73.84014903807875,5501.657434058636,Month-to-month,DSL,1,0,0,0,0,1,Mailed check,1,0,0,0,1,0,0
CUST_00165,1,86.16551750805415,4406.333673259527,Month-to-month,No,0,0,0,1,0,0,Credit card,0,0,0,0,1,0,1
CUST_00166,19,93.7855766906525,7846.082893808738,Two year,No,0,0,0,1,0,0,Mailed check,0,0,1,0,1,0,0
CUST_00167,2,72.01681098787319,1896.5350173048935,One year,DSL,0,0,1,0,0,1,Mailed check,1,0,1,1,1,1,1
CUST_00168,53,62.68170566548643,3291.425222979731,Month-to-month,DSL,0,0,0,0,1,0,Electronic check,0,0,1,0,1,0,1
CUST_00169,44,107.66653778624494,4386.111846823841,One year,DSL,0,1,0,1,0,0,Bank transfer,1,0,1,0,1,0,0
CUST_00170,32,61.75060840278921,6354.429908781478,Month-to-month,DSL,0,0,0,0,0,0,Electronic check,0,0,0,0,1,1,1
CUST_00171,70,66.19428505755876,4435.825388088464,Month-to-month,DSL,0,0,0,0,0,0,Credit card,0,0,1,1,1,0,1
CUST_00172,32,119.03413133417772,4941.911270809399,Month-to-month,DSL,0,0,0,0,1,1,Mailed check,1,0,1,0,1,0,1
CUST_00173,68,20.023752357588457,1886.5617075605319,One year,Fiber optic,1,0,0,0,1,1,Bank transfer,1,0,0,0,1,0,0
CUST_00174,55,38.547290957672246,6790.657951899622,Month-to-month,DSL,1,0,1,0,0,1,Bank transfer,1,0,0,1,1,0,0
CUST_00175,56,58.39638899197257,3486.1813210667583,One year,Fiber optic,0,0,0,0,0,1,Mailed check,1,0,1,1,1,0,0
CUST_00176,17,113.25899094252529,1213.5810574219772,One year,Fiber optic,1,0,0,1,1,0,Mailed check,1,0,1,0,1,1,0
CUST_00177,38,27.002970574747103,5347.084524592798,Month-to-month,Fiber optic,0,0,0,0,1,0,Credit card,1,1,1,1,1,1,0
CUST_00178,24,20.948543362849808,1807.1145801639293,One year,DSL,0,1,0,1,0,0,Credit card,1,0,0,0,1,1,0
CUST_00179,69,25.26838359772286,870.743830890468,Month-to-month,DSL,1,0,1,0,0,0,Mailed check,0,0,0,0,1,0,0
CUST_00180,70,28.854341061361815,6909.696576393751,One year,Fiber optic,1,1,0,0,1,0,Mailed check,0,0,1,0,1,0,0
CUST_00181,11,23.759677320626086,3735.2818894586735,Month-to-month,DSL,1,0,0,0,1,1,Mailed check,1,0,1,0,1,0,0
CUST_00182,16,67.97813268565048,6019.341330296634,Two year,DSL,0,0,0,0,0,1,Mailed check,0,0,0,0,1,0,0
CUST_00183,59,78.07572072273277,2395.6417224702054,Month-to-month,Fiber optic,0,0,0,1,0,0,Bank transfer,0,0,0,0,1,0,0
CUST_00184,70,47.16869710690041,6317.064065849564,Month-to-month,DSL,1,0,0,0,1,1,Credit card,0,0,1,1,1,1,0
CUST_00185,3,59.828738397563555,984.2938234700896,One year,No,0,1,0,0,1,0,Mailed check,0,0,1,1,1,0,0
CUST_00186,20,29.169933511143014,2912.1896529793366,Month-to-month,No,0,0,0,0,1,1,Mailed check,0,0,0,0,1,0,0
CUST_00187,59,53.63704638284221,7826.688361990876,Month-to-month,DSL,1,1,0,1,1,1,Bank transfer,0,0,0,0,1,0,0
CUST_00188,36,72.2519191634523,6372.518759307248,One year,DSL,1,1,0,0,0,0,Electronic check,0,0,1,0,1,0,1
CUST_00189,19,93.22718071846451,4028.3218494860366,One year,Fiber optic,1,0,0,0,1,0,Mailed check,0,1,1,0,1,1,0
CUST_00190,67,20.334636204297922,2784.2420253388923,One year,Fiber optic,0,0,0,0,0,1,Bank transfer,1,0,0,0,1,1,0
CUST_00191,19,66.73107665376526,6989.872030177565,Month-to-month,Fiber optic,1,0,0,1,1,1,Bank transfer,0,1,0,0,1,0,0
CUST_00192,20,49.70028764548822,4404.297296767673,One year,No,0,1,1,0,0,1,Electronic check,1,0,1,0,1,0,0
CUST_00193,71,105.28218216919014,6091.557641165978,Month-to-month,Fiber optic,0,1,0,0,1,1,Credit card,1,0,0,0,1,1,0
CUST_00194,52,91.55533152342419,6057.450674497696,One year,Fiber optic,0,0,0,0,0,1,Credit card,1,0,1,1,0,1,0
CUST_00195,33,78.9108534470895,241.77086069108546,One year,No,0,1,0,0,0,0,Credit card,1,0,1,1,1,1,0
CUST_00196,40,47.72656456967736,1097.4048840616463,Month-to-month,No,0,0,1,0,0,0,Mailed check,0,0,0,0,1,0,0
CUST_00197,39,111.03391020575343,5311.071994518464,Month-to-month,No,0,0,0,0,1,0,Credit card,0,0,1,0,1,0,1
CUST_00198,1,24.510067722032318,1376.7965091583844,Month-to-month,Fiber optic,0,0,1,0,1,0,Mailed check,1,0,1,0,1,0,1
CUST_00199,11,30.946759867911517,2118.397422779277,Month-to-month,Fiber optic,0,0,0,0,1,0,Mailed check,0,0,1,0,1,0,0
CUST_00200,57,59.16301405403561,7578.439838176897,Month-to-month,Fiber optic,0,1,1,0,0,1,Bank transfer,1,0,0,0,1,1,1
CUST_00201,50,32.443755729685634,4525.439841161804,Month-to-month,Fiber optic,0,0,1,0,0,0,Credit card,1,0,1,0,0,0,0
CUST_00202,23,115.6415697559425,6030.763105294843,One year,Fiber optic,0,0,0,1,1,0,Credit card,0,0,0,0,1,0,0
